#Sentence,sentence,Ent1,Ent2,URI_1,URI_2,has_relation,relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno /[E2]  Neógeno  [/E2]e Neógeno) ocorrem    área continental emersa ([E1] fonólitos [/E1] de Mecejana, 30 m. a. A.P.; basaltos de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,UNIDADE_CRONO,#phonolite,#Paleogene,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno / Neógeno e N[E2] eógeno) [/E2] ocorrem    área continental emersa ([E1] fonólitos [/E1] de Mecejana, 30 m. a. A.P.; basaltos de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,UNIDADE_CRONO,#phonolite,#Neogene,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno / Neógeno e Neógeno) oc[E2] orrem   [/E2]  área continental emersa ([E1] fonólitos [/E1] de Mecejana, 30 m. a. A.P.; basaltos de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,UNIDADE_CRONO,#phonolite,#Neogene,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno / Neógeno e Neógeno) ocorrem    área continental emersa ([E1] fonólitos [/E1] de Mecejana, 30 m. a. A.P.; [E2] basaltos [/E2] de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,ROCHA,#phonolite,#basalt,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno /[E2]  Neógeno  [/E2]e Neógeno) ocorrem    área continental emersa (fonólitos de Mecejana, 30 m. a. A.P.; [E1] basaltos [/E1] de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,UNIDADE_CRONO,#basalt,#Paleogene,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno / Neógeno e N[E2] eógeno) [/E2] ocorrem    área continental emersa (fonólitos de Mecejana, 30 m. a. A.P.; [E1] basaltos [/E1] de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,UNIDADE_CRONO,#basalt,#Neogene,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno / Neógeno e Neógeno) oc[E2] orrem   [/E2]  área continental emersa (fonólitos de Mecejana, 30 m. a. A.P.; [E1] basaltos [/E1] de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,UNIDADE_CRONO,#basalt,#Neogene,False,no_relation
1631,"Os produtos de um vulcanismo mais recente (Paleógeno / Neógeno e Neógeno) ocorrem    área continental emersa ([E2] fonólitos [/E2] de Mecejana, 30 m. a. A.P.; [E1] basaltos [/E1] de Cabugi, 20 m. a. A.P.) e    ilha oceânica de Fernando de Noronha (2 - 12 m. a. A.P.) (Figura 9)..",ROCHA,ROCHA,#basalt,#phonolite,False,no_relation
1632,"Essas manifestações vulcânicas, oceânicas e continentais, assim como os altos    embasamento[E1] ,    área   [/E1]  plataforma continental, têm sido consideradas como resultado    atividade, original ou re-corrente,    longo     extensões     zonas de [E2] fraturas [/E2] oceânicas equatoriais: Romanche, Chain e Fernando de Noronha (Almeida, 1955; Miura e Barbosa, 1972; Bryan et al. 1972; Kumar e Bryan, 1973; Gorini e Bryan, 1974; Gorini et al. 1974)..",UNIDADE_LITO,ESTRUTURA_FÍSICA,#SD_000,#TEFR_CD_TIPO_EST_FISICA_ROCHA_059,False,no_relation
1632,"Essas manifestações vulcânicas, oceânicas e continentais, assim como os altos    embasamento[E2] ,    área   [/E2]  plataforma continental, têm sido consideradas como resultado    atividade, original ou re-corrente,    longo     extensões     zonas de [E1] fraturas [/E1] oceânicas equatoriais: Romanche, Chain e Fernando de Noronha (Almeida, 1955; Miura e Barbosa, 1972; Bryan et al. 1972; Kumar e Bryan, 1973; Gorini e Bryan, 1974; Gorini et al. 1974)..",ESTRUTURA_FÍSICA,UNIDADE_LITO,#TEFR_CD_TIPO_EST_FISICA_ROCHA_059,#SD_000,False,no_relation
1634,"A seqüência inferior é subdividida em duas seções litológicas superpostas: (a) uma unidade basal, de cobertura ampla, que ultrapassa os limites     [E1] bacias [/E1] costeiras, e (b) uma seção terrígena espessa, confinada     grábens e semi-grábens    [E2] Cretáceo Inicial [/E2]..",BACIA,UNIDADE_CRONO,#basin,#LowerCretaceous,False,no_relation
1634,"A seqüência inferior é subdividida em duas seções litológicas superpostas: (a) uma unidade basal, de cobertura ampla, que ultrapassa os limites     [E2] bacias [/E2] costeiras, e (b) uma seção terrígena espessa, confinada     grábens e semi-grábens    [E1] Cretáceo Inicial [/E1]..",UNIDADE_CRONO,BACIA,#LowerCretaceous,#basin,False,no_relation
1635,"A seção basal é formada de [E1] folhelhos [/E1] avermelhados com interposições subordinadas de [E2] arenitos [/E2] arcosianos, sobre os quais há uma cobertura de arenitos de granulação média a gros-seira..",ROCHA,ROCHA,#shale,#sandstone,False,no_relation
1635,"A seção basal é formada de folhelhos a[E1] vermelhad [/E1]os com interposições subordinadas de arenitos arcosianos, sobre os quais há uma cobertura de [E2] arenitos [/E2] de granulação média a gros-seira..",ROCHA,ROCHA,#shale,#sandstone,False,no_relation
1635,"A seção basal é formada de [E2] folhelhos [/E2] avermelhados com interposições subordinadas de [E1] arenitos [/E1] arcosianos, sobre os quais há uma cobertura de arenitos de granulação média a gros-seira..",ROCHA,ROCHA,#sandstone,#shale,False,no_relation
1635,"A seção basal é formada de folhelhos avermelhados com interposições subordinadas de arenitos ar[E1] cosianos [/E1], sobre os quais há uma cobertura de [E2] arenitos [/E2] de granulação média a gros-seira..",ROCHA,ROCHA,#sandstone,#sandstone,False,no_relation
1635,"A seção basal é formada de folhelhos a[E2] vermelhad [/E2]os com interposições subordinadas de arenitos arcosianos, sobre os quais há uma cobertura de [E1] arenitos [/E1] de granulação média a gros-seira..",ROCHA,ROCHA,#sandstone,#shale,False,no_relation
1635,"A seção basal é formada de folhelhos avermelhados com interposições subordinadas de arenitos ar[E2] cosianos [/E2], sobre os quais há uma cobertura de [E1] arenitos [/E1] de granulação média a gros-seira..",ROCHA,ROCHA,#sandstone,#sandstone,False,no_relation
1637,A coluna completa       seção basal ocorre     [E1] bacias de Sergipe [/E1] - [E2] Alagoas [/E2] e    Recôncavo - Tucano..,BACIA,BACIA,#BASE_CD_BACIA_116,#BASE_CD_BACIA_116,False,no_relation
1637,A coluna completa       seção basal ocorre     [E1] bacias de Sergipe [/E1] - Alagoas e    [E2] Recôncavo [/E2] - Tucano..,BACIA,BACIA,#BASE_CD_BACIA_116,#BASE_CD_BACIA_240,False,no_relation
1637,A coluna completa       seção basal ocorre     [E1] bacias de Sergipe [/E1] - Alagoas e    Recôncavo - [E2] Tucano [/E2]..,BACIA,BACIA,#BASE_CD_BACIA_116,"#BASE_CD_BACIA_215,#BASE_CD_BACIA_220,#BASE_CD_BACIA_230",False,no_relation
1637,A coluna completa       seção basal ocorre     [E2] bacias de Sergipe [/E2] - [E1] Alagoas [/E1] e    Recôncavo - Tucano..,BACIA,BACIA,#BASE_CD_BACIA_116,#BASE_CD_BACIA_116,False,no_relation
1637,A coluna completa       seção basal ocorre     bacias de Sergipe - [E1] Alagoas [/E1] e    [E2] Recôncavo [/E2] - Tucano..,BACIA,BACIA,#BASE_CD_BACIA_116,#BASE_CD_BACIA_240,False,no_relation
1637,A coluna completa       seção basal ocorre     bacias de Sergipe - [E1] Alagoas [/E1] e    Recôncavo - [E2] Tucano [/E2]..,BACIA,BACIA,#BASE_CD_BACIA_116,"#BASE_CD_BACIA_215,#BASE_CD_BACIA_220,#BASE_CD_BACIA_230",False,no_relation
1637,A coluna completa       seção basal ocorre     [E2] bacias de Sergipe [/E2] - Alagoas e    [E1] Recôncavo [/E1] - Tucano..,BACIA,BACIA,#BASE_CD_BACIA_240,#BASE_CD_BACIA_116,False,no_relation
1637,A coluna completa       seção basal ocorre     bacias de Sergipe - [E2] Alagoas [/E2] e    [E1] Recôncavo [/E1] - Tucano..,BACIA,BACIA,#BASE_CD_BACIA_240,#BASE_CD_BACIA_116,False,no_relation
1637,A coluna completa       seção basal ocorre     bacias de Sergipe - Alagoas e    [E1] Recôncavo [/E1] - [E2] Tucano [/E2]..,BACIA,BACIA,#BASE_CD_BACIA_240,"#BASE_CD_BACIA_215,#BASE_CD_BACIA_220,#BASE_CD_BACIA_230",False,no_relation
1637,A coluna completa       seção basal ocorre     [E2] bacias de Sergipe [/E2] - Alagoas e    Recôncavo - [E1] Tucano [/E1]..,BACIA,BACIA,"#BASE_CD_BACIA_215,#BASE_CD_BACIA_220,#BASE_CD_BACIA_230",#BASE_CD_BACIA_116,False,no_relation
1637,A coluna completa       seção basal ocorre     bacias de Sergipe - [E2] Alagoas [/E2] e    Recôncavo - [E1] Tucano [/E1]..,BACIA,BACIA,"#BASE_CD_BACIA_215,#BASE_CD_BACIA_220,#BASE_CD_BACIA_230",#BASE_CD_BACIA_116,False,no_relation
1637,A coluna completa       seção basal ocorre     bacias de Sergipe - Alagoas e    [E2] Recôncavo [/E2] - [E1] Tucano [/E1]..,BACIA,BACIA,"#BASE_CD_BACIA_215,#BASE_CD_BACIA_220,#BASE_CD_BACIA_230",#BASE_CD_BACIA_240,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     [E1] bacias [/E1] interiores nordestinas ([E2] Jatobá [/E2], Mirandiba e Araripe) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#basin,#BASE_CD_BACIA_210,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     [E1] bacias [/E1] interiores nordestinas (Jatobá, [E2] Mirandiba [/E2] e Araripe) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#basin,#BASE_CD_BACIA_180,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     [E1] bacias [/E1] interiores nordestinas (Jatobá, Mirandiba e [E2] Araripe [/E2]) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#basin,#BASE_CD_BACIA_150,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     [E2] bacias [/E2] interiores nordestinas ([E1] Jatobá [/E1], Mirandiba e Araripe) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_210,#basin,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     bacias interiores nordestinas ([E1] Jatobá [/E1], [E2] Mirandiba [/E2] e Araripe) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_210,#BASE_CD_BACIA_180,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     bacias interiores nordestinas ([E1] Jatobá [/E1], Mirandiba e [E2] Araripe [/E2]) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_210,#BASE_CD_BACIA_150,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     [E2] bacias [/E2] interiores nordestinas (Jatobá, [E1] Mirandiba [/E1] e Araripe) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_180,#basin,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     bacias interiores nordestinas ([E2] Jatobá [/E2], [E1] Mirandiba [/E1] e Araripe) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_180,#BASE_CD_BACIA_210,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     bacias interiores nordestinas (Jatobá, [E1] Mirandiba [/E1] e [E2] Araripe [/E2]) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_180,#BASE_CD_BACIA_150,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     [E2] bacias [/E2] interiores nordestinas (Jatobá, Mirandiba e [E1] Araripe [/E1]) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_150,#basin,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     bacias interiores nordestinas ([E2] Jatobá [/E2], Mirandiba e [E1] Araripe [/E1]) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_150,#BASE_CD_BACIA_210,False,no_relation
1638,"Com o aspecto de remanescentes descontínuos de uma distribuição mais antiga e mais ampla, essa seção aparece ainda     bacias interiores nordestinas (Jatobá, [E2] Mirandiba [/E2] e [E1] Araripe [/E1]) que se encontram distantes    costa por extensões de até 400 km..",BACIA,BACIA,#BASE_CD_BACIA_150,#BASE_CD_BACIA_180,False,no_relation
1639,"[E1] bacia de Almada [/E1], aparece apenas o [E2] arenito [/E2] superior e    sul       bacia            a seção basal..",BACIA,ROCHA,#BASE_CD_BACIA_266,#sandstone,False,no_relation
1639,"[E1] bacia de Almada [/E1], aparece apenas o arenito superior e    sul       [E2] bacia [/E2]            a seção basal..",BACIA,BACIA,#BASE_CD_BACIA_266,#basin,False,no_relation
1639,"[E2] bacia de Almada [/E2], aparece apenas o [E1] arenito [/E1] superior e    sul       bacia            a seção basal..",ROCHA,BACIA,#sandstone,#BASE_CD_BACIA_266,False,no_relation
1639,"bacia de Almada, aparece apenas o [E1] arenito [/E1] superior e    sul       [E2] bacia [/E2]            a seção basal..",ROCHA,BACIA,#sandstone,#basin,False,no_relation
1639,"[E2] bacia de Almada [/E2], aparece apenas o arenito superior e    sul       [E1] bacia [/E1]            a seção basal..",BACIA,BACIA,#basin,#BASE_CD_BACIA_266,False,no_relation
1639,"bacia de Almada, aparece apenas o [E2] arenito [/E2] superior e    sul       [E1] bacia [/E1]            a seção basal..",BACIA,ROCHA,#basin,#sandstone,False,no_relation
1640,"Em termos de idade            que essa seção             parte mais superior    Jurássico, [E1] tendo por [/E1] base a presença de fósseis de ostracodes não-marinhos encontrados    fácies [E2] folhelhos [/E2] vermelhos..",UNIDADE_CRONO,ROCHA,#Jurassic,#shale,False,no_relation
1640,"Em termos de idade            que essa seção             parte mais superior    Jurássico, [E2] tendo por [/E2] base a presença de fósseis de ostracodes não-marinhos encontrados    fácies [E1] folhelhos [/E1] vermelhos..",ROCHA,UNIDADE_CRONO,#shale,#Jurassic,False,no_relation
1644,"Munne (1972), a partir    análise estratigráfica       unidade    bacia    Re[E1] côncavo, concluíra [/E1]m que a sua deposição             [E2] bacia [/E2] intracratônica, tal como um sistema combinado de leques aluviais e lagos interiores, em condições tectônicas estáveis..",BACIA,BACIA,#BASE_CD_BACIA_240,#basin,False,no_relation
1644,"Munne (1972), a partir    análise estratigráfica       unidade    bacia    Re[E2] côncavo, concluíra [/E2]m que a sua deposição             [E1] bacia [/E1] intracratônica, tal como um sistema combinado de leques aluviais e lagos interiores, em condições tectônicas estáveis..",BACIA,BACIA,#basin,#BASE_CD_BACIA_240,False,no_relation
1645,"Essa seção basal tem sido correlacionada com as séries de M’Vone e N’Dombo,    bacia    Ga[E1] bão, e com a [ [/E1]E2] formação Lucula [/E2],    bacia    Congo (Belmonte et al. 1965; Michollet et al. 1970; Krömmelbein, 1965; Wenger, 1973; Asmus e Ponte, 1973), com base em suas seqüências",BACIA,UNIDADE_LITO,#INTER_BACIA_017,#inter_formacao_025,False,no_relation
1645,"Essa seção basal tem sido correlacionada com as séries de M’Vone e N’Dombo,    bacia    Ga[E1] bão, e com a f [/E1]ormação Lucula,    [E2] bacia    Congo [/E2] (Belmonte et al. 1965; Michollet et al. 1970; Krömmelbein, 1965; Wenger, 1973; Asmus e Ponte, 1973), com base em suas seqüências",BACIA,BACIA,#INTER_BACIA_017,#INTER_BACIA_016,False,no_relation
1645,"Essa seção basal tem sido correlacionada com as séries de M’Vone e N’Dombo,    bacia    Ga[E2] bão, e com a [ [/E2]E1] formação Lucula [/E1],    bacia    Congo (Belmonte et al. 1965; Michollet et al. 1970; Krömmelbein, 1965; Wenger, 1973; Asmus e Ponte, 1973), com base em suas seqüências",UNIDADE_LITO,BACIA,#inter_formacao_025,#INTER_BACIA_017,False,no_relation
1645,"Essa seção basal tem sido correlacionada com as séries de M’Vone e N’Dombo,    bacia    Gabão, e com a [E1] formação Lucula [/E1],    [E2] bacia    Congo [/E2] (Belmonte et al. 1965; Michollet et al. 1970; Krömmelbein, 1965; Wenger, 1973; Asmus e Ponte, 1973), com base em suas seqüências",UNIDADE_LITO,BACIA,#inter_formacao_025,#INTER_BACIA_016,False,no_relation
1645,"Essa seção basal tem sido correlacionada com as séries de M’Vone e N’Dombo,    bacia    Ga[E2] bão, e com a f [/E2]ormação Lucula,    [E1] bacia    Congo [/E1] (Belmonte et al. 1965; Michollet et al. 1970; Krömmelbein, 1965; Wenger, 1973; Asmus e Ponte, 1973), com base em suas seqüências",BACIA,BACIA,#INTER_BACIA_016,#INTER_BACIA_017,False,no_relation
1645,"Essa seção basal tem sido correlacionada com as séries de M’Vone e N’Dombo,    bacia    Gabão, e com a [E2] formação Lucula [/E2],    [E1] bacia    Congo [/E1] (Belmonte et al. 1965; Michollet et al. 1970; Krömmelbein, 1965; Wenger, 1973; Asmus e Ponte, 1973), com base em suas seqüências",BACIA,UNIDADE_LITO,#INTER_BACIA_016,#inter_formacao_025,False,no_relation
